"","timebyday","timestamp","season","pm2.5","Iws","Is","Ir","DEWP","TEMP","PRES","cbwd_data"
"1","2013-01-01",15706,"Spring",16.5,46.6466666666667,0,0,-20.5416666666667,-7.20833333333333,1023.66666666667,"NW"
"2","2013-01-02",15707,"Spring",18.4583333333333,233.05625,0,0,-27.4583333333333,-10.5,1039.45833333333,"NW"
"3","2013-01-03",15708,"Spring",24.5,96.3945833333333,0,0,-24.5833333333333,-9.875,1043.45833333333,"NW"
"4","2013-01-04",15709,"Spring",78.7916666666667,12.8416666666667,0,0,-21.0833333333333,-10.6666666666667,1032.79166666667,"NW"
"5","2013-01-05",15710,"Spring",66.4166666666667,8.88625,0,0,-21.0833333333333,-7.58333333333333,1028.70833333333,"NW"
"6","2013-01-06",15711,"Spring",131.083333333333,10.8383333333333,0,0,-17.5833333333333,-6.70833333333333,1027.66666666667,"cv"
"7","2013-01-07",15712,"Spring",144.166666666667,6.33583333333333,0,0,-15.7916666666667,-7.125,1025.25,"NW"
"8","2013-01-08",15713,"Spring",131.75,30.8983333333333,0,0,-17.5833333333333,-6.95833333333333,1031,"NW"
"9","2013-01-09",15714,"Spring",50.1666666666667,5.38166666666667,0,0,-19.4583333333333,-6.95833333333333,1030.625,"cv"
"10","2013-01-10",15715,"Spring",242.916666666667,6.87333333333333,0,0,-13.0833333333333,-8.29166666666667,1027.70833333333,"cv"
"11","2013-01-11",15716,"Spring",363.75,3.72291666666667,0.0416666666666667,0,-7.79166666666667,-3.875,1024.08333333333,"NW"
"12","2013-01-12",15717,"Spring",552.478260869565,3.32304347826087,0,0,-10,-7.26086956521739,1023.13043478261,"cv"
"13","2013-01-13",15718,"Spring",435.173913043478,5.28826086956522,0,0,-6.56521739130435,-3.73913043478261,1024.60869565217,"cv"
"14","2013-01-14",15719,"Spring",306.083333333333,10.6541666666667,0.0833333333333333,0,-7.5,-4.625,1027.33333333333,"cv"
"15","2013-01-15",15720,"Spring",113.826086956522,33.5647826086957,0.652173913043478,0,-7.52173913043478,-5.1304347826087,1026.34782608696,"NE"
"16","2013-01-16",15721,"Spring",118.391304347826,8.76695652173913,0,0,-13.9130434782609,-4,1033.13043478261,"cv"
"17","2013-01-17",15722,"Spring",65.1666666666667,8.66166666666667,0,0,-15.625,-3.66666666666667,1037.125,"cv"
"18","2013-01-18",15723,"Spring",271.541666666667,2.84875,0,0,-12.25,-5.58333333333333,1027.375,"cv"
"19","2013-01-19",15724,"Spring",202.916666666667,3.985,0,0,-10.25,-2.41666666666667,1029.45833333333,"cv"
"20","2013-01-20",15725,"Spring",104.208333333333,2.68,1.5,0,-5.83333333333333,-2.41666666666667,1030.83333333333,"cv"
"21","2013-01-21",15726,"Spring",150.208333333333,6.46291666666667,0,0,-5.83333333333333,-2,1028.91666666667,"NW"
"22","2013-01-22",15727,"Spring",184.333333333333,6.61,1.16666666666667,0,-7.75,-6.20833333333333,1028.91666666667,"NE"
"23","2013-01-23",15728,"Spring",386.333333333333,3.57583333333333,0.458333333333333,0,-6.45833333333333,-5.08333333333333,1019.375,"NE"
"24","2013-01-24",15729,"Spring",28.9166666666667,31.3625,0,0,-16.2083333333333,-0.708333333333333,1022.875,"NW"
"25","2013-01-25",15730,"Spring",69.4583333333333,3.50041666666667,0,0,-15.9166666666667,-7,1023.91666666667,"cv"
"26","2013-01-26",15731,"Spring",157.458333333333,3.6475,0,0,-10.9583333333333,-5.70833333333333,1027.41666666667,"cv"
"27","2013-01-27",15732,"Spring",308.333333333333,2.30875,0.0416666666666667,0,-6.79166666666667,-5,1027.75,"NE"
"28","2013-01-28",15733,"Spring",399.375,4.15333333333333,0,0,-5.04166666666667,-1.83333333333333,1021.5,"cv"
"29","2013-01-29",15734,"Spring",438.130434782609,7.35086956521739,2.39130434782609,0,-5.08695652173913,-4.34782608695652,1025.34782608696,"NE"
"30","2013-01-30",15735,"Spring",278.125,9.46625,0,0,-4.54166666666667,-2.95833333333333,1026.04166666667,"cv"
"31","2013-01-31",15736,"Spring",181.333333333333,3.7975,0.5,0.625,-2.20833333333333,-1.29166666666667,1023.95833333333,"NW"
"32","2013-02-01",15737,"Spring",39.125,9.75875,0,0,-11.1666666666667,-1.45833333333333,1028.375,"cv"
"33","2013-02-02",15738,"Spring",44.9166666666667,11.2516666666667,0,0,-14.375,-3.04166666666667,1031.70833333333,"cv"
"34","2013-02-03",15739,"Spring",184.666666666667,4.32291666666667,2.75,0,-4.41666666666667,-2.83333333333333,1021,"cv"
"35","2013-02-04",15740,"Spring",42.5833333333333,12.7775,0,0,-11.75,-3.16666666666667,1028.29166666667,"cv"
"36","2013-02-05",15741,"Spring",90.8333333333333,16.89625,0.25,0,-5.58333333333333,-3.45833333333333,1024.125,"NE"
"37","2013-02-06",15742,"Spring",99.875,31.4366666666667,0,0,-15.4166666666667,-5.20833333333333,1026.25,"NW"
"38","2013-02-07",15743,"Spring",12.4166666666667,21.8833333333333,0,0,-24.8333333333333,-9.58333333333333,1038.375,"cv"
"39","2013-02-08",15744,"Spring",56.4583333333333,8.77541666666667,0,0,-19.75,-7.83333333333333,1035.79166666667,"cv"
"40","2013-02-09",15745,"Spring",190.125,3.35375,0,0,-13.7916666666667,-4.83333333333333,1025.75,"cv"
"41","2013-02-10",15746,"Spring",60.5,17.29125,0,0,-18.9166666666667,-3.25,1030.66666666667,"cv"
"42","2013-02-11",15747,"Spring",64.7916666666667,5.01083333333333,0,0,-13.8333333333333,-4.79166666666667,1032.66666666667,"cv"
"43","2013-02-12",15748,"Spring",113.708333333333,10.7629166666667,0.0416666666666667,0,-11.625,-1.33333333333333,1025.91666666667,"cv"
"44","2013-02-13",15749,"Spring",306.916666666667,7.91666666666667,0,0,-6.45833333333333,-2.29166666666667,1021.83333333333,"NE"
"45","2013-02-14",15750,"Spring",85.2608695652174,24.0573913043478,0,0,-16.8260869565217,0.347826086956522,1026.26086956522,"cv"
"46","2013-02-15",15751,"Spring",39.7916666666667,21.11625,0,0,-15.25,-2.125,1028.08333333333,"cv"
"47","2013-02-16",15752,"Spring",136.833333333333,10.1883333333333,0,0,-8.04166666666667,-1.625,1022.29166666667,"NE"
"48","2013-02-17",15753,"Spring",134.541666666667,11.4341666666667,0,0,-11.5833333333333,1,1020.41666666667,"NW"
"49","2013-02-18",15754,"Spring",22.7916666666667,9.36833333333333,0,0,-16.7916666666667,-0.291666666666667,1027.25,"cv"
"50","2013-02-19",15755,"Spring",30.125,18.1995833333333,0,0,-19.875,-3.125,1029.58333333333,"NE"
"51","2013-02-20",15756,"Spring",83.2916666666667,9.4825,0,0,-14.1666666666667,-2.04166666666667,1027.375,"cv"
"52","2013-02-21",15757,"Spring",201.875,5.66541666666667,0,0,-6.20833333333333,-2.04166666666667,1028.1875,"NE"
"53","2013-02-22",15758,"Spring",95.2916666666667,16.8341666666667,0,0,-16.6666666666667,0.75,1029.5,"NW"
"54","2013-02-23",15759,"Spring",135.166666666667,3.01791666666667,0,0,-13.75,0.583333333333333,1027.58333333333,"cv"
"55","2013-02-24",15760,"Spring",340.625,1.89666666666667,0,0,-7.45833333333333,0.541666666666667,1026.08333333333,"cv"
"56","2013-02-25",15761,"Spring",163,7.34041666666667,0.666666666666667,0,-3.70833333333333,-0.416666666666667,1027.20833333333,"cv"
"57","2013-02-26",15762,"Spring",205.583333333333,25.2625,0,0,-4.83333333333333,1.375,1020.16666666667,"cv"
"58","2013-02-27",15763,"Spring",247.708333333333,6.92958333333333,0,0,-8.70833333333333,5,1016.83333333333,"cv"
"59","2013-02-28",15764,"Spring",236.041666666667,41.1433333333333,0,0,-9.625,4.125,1014.54166666667,"cv"
"60","2013-03-01",15765,"Spring",10.4583333333333,70.3283333333333,0,0,-23.2083333333333,0.75,1032.41666666667,"NW"
"61","2013-03-02",15766,"Spring",42.7083333333333,5.85125,0,0,-16.9166666666667,-0.0416666666666667,1032.875,"cv"
"62","2013-03-03",15767,"Spring",104.666666666667,5.73291666666667,0,0,-13.2916666666667,3.95833333333333,1020.54166666667,"NW"
"63","2013-03-04",15768,"Spring",24.6086956521739,11.6795652173913,0,0,-15,8.56521739130435,1023.04347826087,"cv"
"64","2013-03-05",15769,"Spring",174.166666666667,5.07875,0,0,-8.45833333333333,5.75,1016.70833333333,"cv"
"65","2013-03-06",15770,"Spring",228.652173913043,14.1417391304348,0,0,-5.26086956521739,6.1304347826087,1013.04347826087,"NW"
"66","2013-03-07",15771,"Spring",309.791666666667,2.04791666666667,0,0,-2.54166666666667,7.41666666666667,1008.125,"cv"
"67","2013-03-08",15772,"Spring",237.291666666667,21.1429166666667,0,0,-2.08333333333333,8.58333333333333,1005.16666666667,"NE"
"68","2013-03-09",15773,"Spring",67.5833333333333,50.9945833333333,0,0,-12.4583333333333,6.75,1009.04166666667,"NW"
"69","2013-03-10",15774,"Spring",39.25,23.9541666666667,0,0,-15.7083333333333,4.79166666666667,1026.375,"NE"
"70","2013-03-11",15775,"Spring",125.208333333333,21.78,0,0,-7.25,5.66666666666667,1019.95833333333,"NE"
"71","2013-03-12",15776,"Spring",149.166666666667,6.46208333333333,0,1.91666666666667,1.20833333333333,4.79166666666667,1014.16666666667,"cv"
"72","2013-03-13",15777,"Spring",21.875,9.01458333333333,0,0,-12.4166666666667,3.5,1028.25,"cv"
"73","2013-03-14",15778,"Spring",107.95652173913,15.3173913043478,0,0,-4.34782608695652,3.04347826086957,1027.60869565217,"NE"
"74","2013-03-15",15779,"Spring",248.25,1.84166666666667,0,0,-1.375,4.79166666666667,1020.375,"cv"
"75","2013-03-16",15780,"Spring",273.95652173913,12.8465217391304,0,0,-0.130434782608696,8.65217391304348,1022.34782608696,"cv"
"76","2013-03-17",15781,"Spring",339.041666666667,3.33333333333333,0,0,2.08333333333333,8.41666666666667,1008.20833333333,"NE"
"77","2013-03-18",15782,"Spring",72.2083333333333,29.33375,0,0,-11.5416666666667,7.875,1006.58333333333,"cv"
"78","2013-03-19",15783,"Spring",54.2916666666667,11.30375,0.458333333333333,0.333333333333333,-1.29166666666667,1.91666666666667,1014.125,"cv"
"79","2013-03-20",15784,"Spring",63.125,12.0304166666667,1.875,0,-4.08333333333333,1.16666666666667,1023.125,"NE"
"80","2013-03-21",15785,"Spring",153.833333333333,15.7379166666667,0,0,-2.54166666666667,3.79166666666667,1011,"cv"
"81","2013-03-22",15786,"Spring",70.9583333333333,21.6033333333333,0,0,-6.95833333333333,5.91666666666667,1017.20833333333,"NE"
"82","2013-03-23",15787,"Spring",57.0416666666667,52.1475,0,0,-6.875,4.125,1014.20833333333,"cv"
"83","2013-03-24",15788,"Spring",20.75,9.90875,0,0,-15.25,4.41666666666667,1021.95833333333,"cv"
"84","2013-03-25",15789,"Spring",112.478260869565,9.11478260869565,0,0,-7.1304347826087,4.73913043478261,1021.17391304348,"NE"
"85","2013-03-26",15790,"Spring",195.291666666667,14.1408333333333,0,0,-2.25,7.125,1013.5,"NE"
"86","2013-03-27",15791,"Spring",97.375,17.9383333333333,0,0,-4.70833333333333,10.7916666666667,1010.25,"cv"
"87","2013-03-28",15792,"Spring",33.1666666666667,9.81583333333333,0,0,-14.875,8.04166666666667,1020.875,"cv"
"88","2013-03-29",15793,"Spring",98,6.35,0,0,-6.20833333333333,5.41666666666667,1021.83333333333,"NE"
"89","2013-03-30",15794,"Spring",92.625,21.105,0,0,-4.125,5.54166666666667,1022.375,"NE"
"90","2013-03-31",15795,"Spring",194.75,52.91,0,0,2.125,5.125,1019.16666666667,"NE"
"91","2013-04-01",15796,"Spring",105.583333333333,9.145,0,0,-3.625,10.2916666666667,1016.66666666667,"cv"
"92","2013-04-02",15797,"Spring",111.04347826087,13.584347826087,0,0,-4.82608695652174,9.78260869565217,1017.21739130435,"NE"
"93","2013-04-03",15798,"Spring",127.625,24.5641666666667,0,0,-1.58333333333333,10.9166666666667,1012.04166666667,"NE"
"94","2013-04-04",15799,"Spring",79.7916666666667,34.1420833333333,0,1.5,-1.08333333333333,8.33333333333333,1014.5,"cv"
"95","2013-04-05",15800,"Spring",66.25,51.9891666666667,0,2.875,-0.875,8.54166666666667,1018,"NW"
"96","2013-04-06",15801,"Spring",13.9583333333333,9.14666666666667,0,0,-9.41666666666667,7.75,1016.875,"cv"
"97","2013-04-07",15802,"Spring",79.2083333333333,56.6058333333333,0,0,-2.33333333333333,8.79166666666667,1007.91666666667,"NE"
"98","2013-04-08",15803,"Spring",21.0416666666667,98.9254166666667,0,0,-13.5416666666667,9.5,1012.08333333333,"NW"
"99","2013-04-09",15804,"Spring",11.5,180.33875,0,0,-11.9583333333333,8.83333333333333,1019.375,"NW"
"100","2013-04-10",15805,"Spring",12,134.905833333333,0,0,-12.125,8.75,1019.29166666667,"NW"
"101","2013-04-11",15806,"Spring",18.4347826086957,204.424347826087,0,0,-13.4347826086957,10.4782608695652,1018.08695652174,"NW"
"102","2013-04-12",15807,"Spring",50.5833333333333,4.76708333333333,0,0,-6.16666666666667,13.625,1012.625,"cv"
"103","2013-04-13",15808,"Spring",61.375,23.0383333333333,0,0,-1.45833333333333,16.2916666666667,1004.08333333333,"NW"
"104","2013-04-14",15809,"Spring",28.7083333333333,17.09625,0,0,-10.4166666666667,11.7916666666667,1010.25,"NE"
"105","2013-04-15",15810,"Spring",68.8260869565217,20.8147826086957,0,0,-0.739130434782609,12.2173913043478,1003.39130434783,"NE"
"106","2013-04-16",15811,"Spring",61,13.1877272727273,0,0,-0.909090909090909,13.4545454545455,1006.22727272727,"cv"
"107","2013-04-17",15812,"Spring",47.875,28.5154166666667,0,0,-2.66666666666667,11.3333333333333,1011.375,"NE"
"108","2013-04-18",15813,"Spring",11.7083333333333,11.6016666666667,0,0,-15.3333333333333,10.5,1022.375,"cv"
"109","2013-04-19",15814,"Spring",53.5416666666667,22.9083333333333,0,0,-2.125,7.04166666666667,1024.16666666667,"NE"
"110","2013-04-20",15815,"Spring",76.9583333333333,18.5120833333333,0,0,-0.625,9.16666666666667,1020.875,"cv"
"111","2013-04-21",15816,"Spring",130.916666666667,20.1891666666667,0,0,2.29166666666667,11.6666666666667,1018.20833333333,"NE"
"112","2013-04-22",15817,"Spring",169.583333333333,21.4933333333333,0,0,5.70833333333333,12.125,1014.16666666667,"NE"
"113","2013-04-23",15818,"Spring",203.291666666667,9.48,0,0.0416666666666667,7.33333333333333,11.7916666666667,1011.16666666667,"NE"
"114","2013-04-24",15819,"Spring",87.9583333333333,17.0408333333333,0,0,0.291666666666667,15.125,1010.375,"NW"
"115","2013-04-25",15820,"Spring",13.5416666666667,86.43,0,0,-9.16666666666667,16.8333333333333,1012.70833333333,"NW"
"116","2013-04-26",15821,"Spring",74.5,13.0720833333333,0,0,-1.5,16.4583333333333,1009.95833333333,"NE"
"117","2013-04-27",15822,"Spring",70.2916666666667,22.0854166666667,0,0,1.20833333333333,17.7083333333333,1010.29166666667,"NE"
"118","2013-04-28",15823,"Spring",75.5416666666667,12.42,0,0,3.04166666666667,15.875,1010,"cv"
"119","2013-04-29",15824,"Spring",27.125,35.0770833333333,0,0,-9.25,21.2083333333333,1011.625,"NW"
"120","2013-04-30",15825,"Spring",23.2083333333333,11.5679166666667,0,0,-9.79166666666667,20.7083333333333,1013.58333333333,"cv"
"121","2013-05-01",15826,"Spring",44.3333333333333,10.2795833333333,0,0,-0.791666666666667,17.1666666666667,1015.04166666667,"cv"
"122","2013-05-02",15827,"Spring",83.4166666666667,30.285,0,0,3.625,18.3333333333333,1012,"NE"
"123","2013-05-03",15828,"Spring",63,9.84958333333333,0,0.25,6.91666666666667,17.25,1016.33333333333,"cv"
"124","2013-05-04",15829,"Spring",85.875,31.3045833333333,0,0,5.70833333333333,18.875,1016.29166666667,"NE"
"125","2013-05-05",15830,"Spring",178.791666666667,15.4525,0,0,11.0416666666667,20.4166666666667,1015.91666666667,"NE"
"126","2013-05-06",15831,"Spring",219.416666666667,7.22208333333333,0,0,12.8333333333333,22.6666666666667,1014.04166666667,"NE"
"127","2013-05-07",15832,"Spring",177.5,13.3345833333333,0,0,13.1666666666667,22.7916666666667,1014.70833333333,"NE"
"128","2013-05-08",15833,"Spring",130.708333333333,25.6670833333333,0,0.0833333333333333,11.0416666666667,20.625,1013.66666666667,"NE"
"129","2013-05-09",15834,"Spring",48.4166666666667,19.13375,0,0,11.625,17.5416666666667,1009.70833333333,"NE"
"130","2013-05-10",15835,"Spring",49.8333333333333,7.9875,0,0,2.66666666666667,21.375,1001.33333333333,"cv"
"131","2013-05-11",15836,"Spring",54.125,17.9525,0,0,-1.20833333333333,22.8333333333333,995.041666666667,"NW"
"132","2013-05-12",15837,"Spring",48.5,7.54291666666667,0,0,-4.83333333333333,21.875,999.541666666667,"cv"
"133","2013-05-13",15838,"Spring",94.9583333333333,6.87291666666667,0,0,6.16666666666667,20.3333333333333,1001.95833333333,"cv"
"134","2013-05-14",15839,"Spring",71.0416666666667,20.0608333333333,0,0,1.25,24.5,1007.375,"NW"
"135","2013-05-15",15840,"Spring",68.625,11.2133333333333,0,0,6.41666666666667,21.75,1015.58333333333,"NE"
"136","2013-05-16",15841,"Spring",67.6666666666667,17.7675,0,0,9.25,20.75,1016.58333333333,"NE"
"137","2013-05-17",15842,"Spring",106.125,9.136875,0,0,11.625,19.25,1012.875,"NE"
"138","2013-05-18",15843,"Spring",88.9375,40.00875,0,0,13.625,21.9375,1005.125,"NE"
"139","2013-05-19",15844,"Spring",54.9166666666667,33.62,0,0,2.25,20.2916666666667,1000.375,"cv"
"140","2013-05-20",15845,"Spring",46.5833333333333,33.1366666666667,0,0,-2.75,21.5833333333333,1000.5,"NE"
"141","2013-05-21",15846,"Spring",102,24.6245833333333,0,0,9.25,22.875,998.791666666667,"NE"
"142","2013-05-22",15847,"Spring",63.8333333333333,19.4404166666667,0,0,7.29166666666667,22.9166666666667,1009.875,"NE"
"143","2013-05-23",15848,"Spring",81.8333333333333,7.375,0,0,10.1666666666667,22.4166666666667,1009.91666666667,"cv"
"144","2013-05-24",15849,"Spring",120.916666666667,6.72208333333333,0,0,14.1666666666667,23.25,1011.33333333333,"cv"
"145","2013-05-25",15850,"Spring",61.7083333333333,10.91125,0,0,12.7916666666667,24.0833333333333,1010.33333333333,"NE"
"146","2013-05-26",15851,"Spring",105.083333333333,14.2641666666667,0,0.416666666666667,16.875,20.7916666666667,1008.41666666667,"NE"
"147","2013-05-27",15852,"Spring",74.6666666666667,4.545,0,0.166666666666667,15.5416666666667,19.75,1007.5,"cv"
"148","2013-05-28",15853,"Spring",84.4782608695652,12.1095652173913,0,0.391304347826087,15.8260869565217,20.5217391304348,1004.95652173913,"cv"
"149","2013-05-29",15854,"Spring",21.5416666666667,63.8833333333333,0,0,-1.04166666666667,25.4583333333333,1008.54166666667,"NW"
"150","2013-05-30",15855,"Spring",58.875,22.9270833333333,0,0,5.45833333333333,25.9166666666667,1005.79166666667,"NE"
"151","2013-05-31",15856,"Spring",89.4166666666667,38.48125,0,0,13.125,25.2083333333333,1002.33333333333,"NE"
"152","2013-06-01",15857,"Spring",75.2083333333333,4.48833333333333,0,0,7.45833333333333,25.0416666666667,1005.91666666667,"NE"
"153","2013-06-02",15858,"Spring",151.666666666667,19.3733333333333,0,0,15.5833333333333,22,1004.79166666667,"NE"
"154","2013-06-03",15859,"Spring",131.25,3.8175,0,0,12.125,25.9166666666667,1004.45833333333,"cv"
"155","2013-06-04",15860,"Spring",133.625,14.02875,0,0.166666666666667,15.9583333333333,20.9583333333333,1011.33333333333,"NE"
"156","2013-06-05",15861,"Spring",142.833333333333,5.99958333333333,0,1.79166666666667,17.4166666666667,18.7916666666667,1011.875,"NE"
"157","2013-06-06",15862,"Spring",154.958333333333,4.91708333333333,0,2.29166666666667,18.0833333333333,19.25,1010.20833333333,"cv"
"158","2013-06-07",15863,"Spring",137.458333333333,3.53916666666667,0,0.625,18.8333333333333,20.5833333333333,1008.125,"cv"
"159","2013-06-08",15864,"Spring",173.416666666667,2.81083333333333,0,0.208333333333333,18.7916666666667,20.4583333333333,1007.41666666667,"cv"
"160","2013-06-09",15865,"Spring",62.5416666666667,23.99,0,3.91666666666667,16.9166666666667,18.625,1010,"NW"
"161","2013-06-10",15866,"Spring",31.9166666666667,6.05,0,0.166666666666667,14.6666666666667,20.375,1012.33333333333,"cv"
"162","2013-06-11",15867,"Spring",62.7083333333333,7.76666666666667,0,0.0833333333333333,15,21.0833333333333,1008.04166666667,"NE"
"163","2013-06-12",15868,"Spring",65,13.3525,0,0,14,21.1666666666667,1007.625,"NE"
"164","2013-06-13",15869,"Spring",107.958333333333,11.1195833333333,0,0,15.2083333333333,23.9583333333333,1007.875,"NE"
"165","2013-06-14",15870,"Spring",107.208333333333,51.7475,0,0,12.9583333333333,25.8333333333333,1007.83333333333,"SE"
"166","2013-06-15",15871,"Spring",123.833333333333,10.3045833333333,0,0,15.0833333333333,25.25,1006.75,"NE"
"167","2013-06-16",15872,"Spring",173.833333333333,8.70083333333333,0,0.5,18.5416666666667,22.625,1003.375,"cv"
"168","2013-06-17",15873,"Spring",40.5833333333333,11.67875,0,0,16.2083333333333,25.7083333333333,1001.41666666667,"NE"
"169","2013-06-18",15874,"Spring",52.1666666666667,13.4095833333333,0,0,15.9583333333333,27.9583333333333,997.375,"NE"
"170","2013-06-19",15875,"Spring",52.4166666666667,3.22208333333333,0,0,14.2916666666667,29.125,1002.125,"cv"
"171","2013-06-20",15876,"Spring",90.2272727272727,4.57363636363636,0,0,17,27.0909090909091,1006.45454545455,"cv"
"172","2013-06-21",15877,"Spring",80.0833333333333,17.4895833333333,0,0,16.7916666666667,26.5,1008.91666666667,"NE"
"173","2013-06-22",15878,"Spring",59.1666666666667,11.80875,0,1.54166666666667,18.2916666666667,21.75,1008.16666666667,"NE"
"174","2013-06-23",15879,"Spring",67.5416666666667,7.76375,0,0,16.875,25.625,1003.54166666667,"NE"
"175","2013-06-24",15880,"Spring",110.458333333333,16.33125,0,0.25,19.75,24.9166666666667,1002.04166666667,"NE"
"176","2013-06-25",15881,"Spring",122.25,3.37,0,0.291666666666667,20.3333333333333,22.2916666666667,1000.25,"cv"
"177","2013-06-26",15882,"Spring",153.333333333333,14.5845833333333,0,0,20.9583333333333,25.6666666666667,996.916666666667,"NE"
"178","2013-06-27",15883,"Spring",96.5833333333333,3.8,0,0,18.25,27.75,997.666666666667,"cv"
"179","2013-06-28",15884,"Spring",301.083333333333,16.0366666666667,0,0.166666666666667,21.7916666666667,25.4166666666667,1000.66666666667,"NE"
"180","2013-06-29",15885,"Spring",97.7083333333333,2.21708333333333,0,0.0416666666666667,20.9166666666667,23.125,1003.83333333333,"cv"
"181","2013-06-30",15886,"Spring",181.708333333333,7.57916666666667,0,0,22.4166666666667,25.2083333333333,1003.41666666667,"NE"
